terminal	axis	variant	rep	metric	value	unit
noa	throughput	ascii	1	inner_ns	1004320000	ns
noa	throughput	ascii	1	total_ns	1739253000	ns
noa	throughput	ascii	2	inner_ns	952771000	ns
noa	throughput	ascii	2	total_ns	1196055000	ns
noa	throughput	ascii	3	inner_ns	935616000	ns
noa	throughput	ascii	3	total_ns	1178791000	ns
noa	throughput	ascii	median	inner_ns	952771000	ns
noa	throughput	ascii	median	mib_per_s	0.0	mib_s
noa	throughput	unicode	1	inner_ns	957864000	ns
noa	throughput	unicode	1	total_ns	1198793000	ns
noa	throughput	unicode	2	inner_ns	1000870000	ns
noa	throughput	unicode	2	total_ns	1228122000	ns
noa	throughput	unicode	3	inner_ns	908694000	ns
noa	throughput	unicode	3	total_ns	1156497000	ns
noa	throughput	unicode	median	inner_ns	957864000	ns
noa	throughput	unicode	median	mib_per_s	0.0	mib_s
noa	scroll	-	1	inner_ns	200668000	ns
noa	scroll	-	2	inner_ns	214863000	ns
noa	scroll	-	3	inner_ns	215115000	ns
noa	scroll	-	median	inner_ns	214863000	ns
noa	scroll	-	median	mib_per_s	0.0	mib_s
noa	latency	-	1	median_ns	12000	ns
noa	latency	-	1	p99_ns	37000	ns
noa	latency	-	1	min_ns	10000	ns
noa	latency	-	2	median_ns	12000	ns
noa	latency	-	2	p99_ns	35000	ns
noa	latency	-	2	min_ns	10000	ns
noa	latency	-	median	median_ns	12000	ns
noa	latency	-	median	p99_ns	36000	ns
noa	startup	-	1	total_ns	311601000	ns
noa	startup	-	2	total_ns	240761000	ns
noa	startup	-	3	total_ns	230422000	ns
noa	startup	-	4	total_ns	253156000	ns
noa	startup	-	5	total_ns	302817000	ns
noa	startup	-	median	total_ns	253156000	ns
